url_length,hostname_length,num_dots,num_hyphens,num_at_symbols,num_percents,num_numeric_chars,subdomain_depth,path_length,path_depth,query_length,has_ip_address,uses_https,missing_title,external_favicon,has_iframe,ratio_external_links,external_css_ratio,label
0.05202257082838124,0.2680709838399327,0.4120232308790442,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.6041447961513859,0.5500706385142589,0.34306773422878534,0.9122732799948943,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,2.2317843184365147,-0.7171009675759507,-0.7049278559871158,-0.36907418271967113,1
2.2097650097035744,-0.22477450743171837,0.4120232308790442,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,3.6589632434002426,0.5500706385142589,-0.7957328204067247,-0.16117883507822955,3.8826147465150096,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,-0.4480719717129986,-0.7171009675759507,-0.7049278559871158,-1.014614290173399,1
-0.36753845895290627,1.0073392207474092,0.4120232308790442,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.6041447961513859,0.5500706385142589,-0.47036123336800756,-0.6979048926147915,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,2.2317843184365147,-0.7171009675759507,0.3904326097277117,1.5675461396415125,1
0.261803085719025,0.39128235665784544,0.4120232308790442,-0.26335250102695684,-0.017323106736613452,-0.11860820496509086,-0.6041447961513859,0.5500706385142589,0.5870964245078232,1.4489993375314563,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,2.2317843184365147,-0.7171009675759507,2.2160333859190913,-0.7686942493370136,1
-0.7271621987654384,-1.0872541171571077,0.4120232308790442,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.39618830641716024,-0.7811748564379648,-0.2670039914688093,0.37554722245833233,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,-0.4480719717129986,1.3945037661577084,2.2160333859190913,1.5675461396415125,1
-0.8470367787029491,0.5144937294757582,0.4120232308790442,-0.26335250102695684,-0.017323106736613452,-0.11860820496509086,-0.6041447961513859,0.5500706385142589,-0.9584186139260833,-1.2346309501513533,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,5.48232620528166,2.2317843184365147,1.3945037661577084,-0.4128317317964952,1.5675461396415125,1
-0.3076011689841509,-0.22477450743171837,-0.3304947559276673,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.5001665512842731,-0.7811748564379648,0.01769614719006817,0.9122732799948943,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,-0.4480719717129986,-0.7171009675759507,1.9504914548632628,1.5675461396415125,1
-1.2066605185154813,-0.8408313715212822,-1.0730127427343787,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.2922100615500473,-0.7811748564379648,-0.9990900623059229,-0.16117883507822955,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,-0.4480719717129986,-0.7171009675759507,-0.7049278559871158,-1.014614290173399,1
0.17189715076589196,5.6893713878280945,4.124613164912602,-0.26335250102695684,-0.017323106736613452,-0.11860820496509086,-0.39618830641716024,8.537543608227601,-1.2837902009648003,-0.6979048926147915,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,-0.4480719717129986,-0.7171009675759507,-0.7049278559871158,-1.014614290173399,1
-0.7271621987654384,-0.5944086258854567,-0.3304947559276673,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.6041447961513859,-0.7811748564379648,-0.4296897849881679,-0.6979048926147915,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,2.2317843184365147,-0.7171009675759507,2.2160333859190913,1.5675461396415125,1
-0.1877265890466402,4.210834914013141,1.8970592044924672,-0.26335250102695684,-0.017323106736613452,-0.11860820496509086,-0.2922100615500473,4.54380712337093,-1.2837902009648003,-0.6979048926147915,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,-0.4480719717129986,-0.7171009675759507,-0.7049278559871158,-1.014614290173399,1
-0.6971935537810607,0.39128235665784544,-0.3304947559276673,-0.5852993237982976,-0.017323106736613452,-0.11860820496509086,-0.5001665512842731,-0.7811748564379648,-0.7143899236470455,-0.6979048926147915,-0.3540045004781201,-0.13229141128968838,0.1064277259055361,-0.18240432301102444,2.2317843184365147,-0.7171009675759507,2.2160333859190913,1.5675461396415125,1
-0.27763252399977323,2.9787211858340137,-0.3304947559276673,-0.26335250102695684,-0.017323106736613452,-0.11860820496509086,-0.6041447961513859,0.5500706385142589,-1.0397615106857625,-0.6979048926147915,-0.3540045004781201,-0.13229141128968838,-9.396047801374484,-0.18240432301102444,-0.4480719717129986,-0.7171009675759507,-0.7049278559871158,-1.014614290173399,1
